location,Latitude,Longitude
"Rhode Island, Burrillville, 2858",41.962303,-71.647542
"Massachusetts, Hopedale, 1747",42.127515,-71.533138
"Rhode Island, Burrillville, 2839",41.941715,-71.637581
"Massachusetts, Mendon, 1756",42.100352,-71.546961
"New Hampshire, Plaistow, 3053",43.083087,-70.81038
"Connecticut, East Haddam, 6415",41.475478,-72.389729
"Connecticut, Salem, 6420",41.527441,-72.269141
"Connecticut, Windham, 6266",41.693914,-72.137843
"Connecticut, Windham, 6256",41.693914,-72.137843
"Connecticut, Lyme, 6371",41.295893,-72.257817
"Connecticut, Windham, 6280",41.693914,-72.137843
"Rhode Island, Glocester, 2814",41.940608,-71.399089
"Connecticut, Killingly, 6241",41.83871,-71.869238
"Rhode Island, Cranston, 2921",41.785289,-71.462199
"Rhode Island, East Providence, 2914",41.813429,-71.363348
"Rhode Island, North Providence, 2911",41.8501,-71.46617
"Massachusetts, North Attleboro, 2760",41.964376,-71.326448
"Rhode Island, Pawtucket, 2861",41.872439,-71.372093
"Rhode Island, Cumberland, 2864",41.939838,-71.398504
"Rhode Island, Middletown, 2842",41.490682,-71.303343
"Massachusetts, Medway, 2053",42.156282,-71.427663
"Massachusetts, Holliston, 1746",42.2001,-71.4245
"Massachusetts, Norfolk, 2056",42.146081,-71.328749
"Massachusetts, Franklin, 2038",42.08868,-71.404814
"Massachusetts, Sherborn, 1770",42.23899,-71.36978
"Rhode Island, Lincoln, 2865",41.900705,-71.415352
"Massachusetts, Bellingham, 2019",42.076501,-71.470464
"Massachusetts, Wrentham, 2093",42.054311,-71.371169
"Massachusetts, Plainville, 2762",42.00427,-71.33283
"Rhode Island, Lincoln, 2802",41.900705,-71.415352
"Massachusetts, Dover, 2030",42.236114,-71.283072
"Rhode Island, Providence, 2908",41.83019,-71.383513
"Rhode Island, Coventry, 2816",41.694251,-71.636786
"Rhode Island, Barrington, 2806",41.742501,-71.320395
"Rhode Island, Providence, 2905",41.83019,-71.383513
"Rhode Island, Smithfield, 2917",41.940608,-71.399089
"Rhode Island, Johnston, 2919",41.855999,-71.490241
"Rhode Island, Cranston, 2910",41.785289,-71.462199
"Rhode Island, Pawtucket, 2860",41.868861,-71.372945
"Rhode Island, Cranston, 2920",41.785289,-71.462199
"Rhode Island, Providence, 2909",41.83019,-71.383513
"Rhode Island, Providence, 2904",41.83019,-71.383513
"Rhode Island, West Warwick, 2893",41.67543,-71.380594
"Rhode Island, Warwick, 2889",41.67543,-71.380594
"Rhode Island, Cranston, 2905",41.785289,-71.462199
"Rhode Island, Providence, 2910",41.83019,-71.383513
"Rhode Island, Warwick, 2888",41.67543,-71.380594
"Rhode Island, Central Falls, 2863",41.940608,-71.399089
"Rhode Island, Providence, 2906",41.83019,-71.383513
"Connecticut, Plainfield, 6354",41.688121,-71.884113
"Rhode Island, Warren, 2885",41.727451,-71.257492
"Rhode Island, North Providence, 2904",41.940608,-71.399089
"Rhode Island, Providence, 2907",41.83019,-71.383513
"Rhode Island, Warwick, 2886",41.67543,-71.380594
"Massachusetts, Seekonk, 2771",41.840103,-71.318995
"Connecticut, Sterling, 6377",41.719948,-71.823184
"Rhode Island, East Greenwich, 2818",41.623552,-71.506276
"Rhode Island, Jamestown, 2835",41.462348,-71.195188
"Connecticut, North Stonington, 6359",41.466851,-71.880694
"Rhode Island, Glocester, 2857",41.785289,-71.462199
"Rhode Island, West Greenwich, 2817",41.67543,-71.380594
"Rhode Island, East Providence, 2915",41.68274,-71.164003
"Rhode Island, Providence, 2903",41.83019,-71.383513
"Rhode Island, North Providence, 2908",41.837399,-71.4399
"Rhode Island, Bristol, 2809",41.678378,-71.2704
"Rhode Island, East Providence, 2916",41.785289,-71.462199
"Massachusetts, Foxboro, 2035",42.062204,-71.235774
"Massachusetts, Attleboro, 2703",41.938976,-71.302297
"Rhode Island, Cranston, 2831",41.785289,-71.462199
"Rhode Island, Portsmouth, 2872",41.642521,-71.226234
"Rhode Island, North Kingstown, 2852",41.400244,-71.466266
"Rhode Island, Scituate, 2857",41.785289,-71.462199
"Rhode Island, Cranston, 2907",41.785289,-71.462199
"Connecticut, Killingly, 6239",41.765079,-71.871631
"Rhode Island, Smithfield, 2828",41.879298,-71.551682
"Rhode Island, Warwick, 2818",41.67543,-71.380594
"Rhode Island, Hopkinton, 2873",41.400244,-71.466266
"Rhode Island, Richmond, 2898",41.400244,-71.466266
"Massachusetts, Medfield, 2052",42.181265,-71.309934
"Connecticut, Voluntown, 6384",41.576894,-71.866587
"Rhode Island, Scituate, 2831",41.855507,-71.491352
"Rhode Island, Richmond, 2892",41.400244,-71.466266
"Rhode Island, Portsmouth, 2871",41.642521,-71.226234
"Rhode Island, Scituate, 2825",41.940608,-71.399089
"Rhode Island, North Kingstown, 2874",41.400244,-71.466266
"Rhode Island, Coventry, 2827",41.691676,-71.727467
"Massachusetts, Andover, 1810",42.647991,-71.165685
"Massachusetts, Boston, 2135",42.336342,-71.104176
"Massachusetts, Boston, 2130",42.337467,-71.078569
"Massachusetts, Boston, 2131",42.351047,-71.059365
"Massachusetts, Newton, 2458",42.357063,-71.181851
"Massachusetts, Needham, 2492",42.279797,-71.25006
"Massachusetts, Lawrence, 1841",42.712015,-71.164873
"Massachusetts, North Andover, 1845",42.692303,-71.131462
"Massachusetts, Saugus, 1906",42.472112,-70.997794
"Massachusetts, Boston, 2115",42.346827,-71.087397
"Massachusetts, Rehoboth, 2769",41.852989,-71.243061
"Massachusetts, Norton, 2766",41.959149,-71.180393
"Massachusetts, Mansfield, 2048",42.013182,-71.218373
"Massachusetts, Malden, 2148",42.436545,-71.085396
"Massachusetts, Boston, 2108",42.357767,-71.064848
"Massachusetts, Belmont, 2478",42.412795,-71.204399
"Massachusetts, Wakefield, 1880",42.499891,-71.068829
"Massachusetts, Cambridge, 2138",42.373081,-71.118224
"Massachusetts, Boston, 2116",42.337467,-71.078569
"Massachusetts, Cambridge, 2141",42.3766,-71.119569
"Massachusetts, Somerville, 2145",42.391046,-71.095146
"Massachusetts, Newton, 2467",42.35341,-71.187882
"Massachusetts, Medford, 2155",42.429548,-71.108416
"Massachusetts, Brookline, 2446",42.350491,-71.110427
"Massachusetts, Boston, 2114",42.337467,-71.078569
"Massachusetts, Watertown, 2472",42.369451,-71.177925
"Massachusetts, Chelsea, 2150",42.39176,-71.03283
"Massachusetts, Cambridge, 2140",42.39317,-71.125716
"Massachusetts, Cambridge, 2139",42.363838,-71.101339
"Massachusetts, Newton, 2465",42.35605,-71.186805
"Massachusetts, Boston, 2215",42.349441,-71.089
"Massachusetts, Arlington, 2476",42.42029,-71.169966
"Massachusetts, Somerville, 2143",42.38092,-71.098896
"Massachusetts, Newton, 2468",42.35341,-71.187882
"Massachusetts, Brookline, 2445",42.350491,-71.110427
"Massachusetts, Revere, 2151",42.40843,-71.01199
"Massachusetts, Wilmington, 1887",42.561365,-71.181769
"Massachusetts, Everett, 2149",42.407396,-71.051183
"Massachusetts, Newton, 2460",42.3563,-71.185384
"Massachusetts, Newton, 2459",42.357063,-71.181851
"Massachusetts, Reading, 1867",42.537065,-71.107172
"Massachusetts, Boston, 2129",42.337467,-71.078569
"Massachusetts, Newton, 2461",42.425276,-71.190144
"Massachusetts, Stoneham, 2180",42.474595,-71.098146
"Massachusetts, Brookline, 2467",42.343097,-71.123046
"Massachusetts, North Reading, 1864",42.581332,-71.083725
"Massachusetts, Boston, 2134",42.363175,-71.068646
"Massachusetts, Somerville, 2144",42.399655,-71.12255
"Massachusetts, Melrose, 2176",42.458995,-71.053095
"Massachusetts, Boston, 2467",42.354318,-71.073449
"Massachusetts, Arlington, 2474",42.407777,-71.144517
"Massachusetts, Newton, 2462",42.35341,-71.187882
"Massachusetts, Lawrence, 1843",42.689974,-71.160383
"Massachusetts, Newton, 2466",42.350963,-71.208808
"Massachusetts, Boston, 2199",42.347247,-71.082395
"Massachusetts, Boston, 2119",42.337467,-71.078569
"Massachusetts, Boston, 2120",42.337467,-71.078569
"Massachusetts, Boston, 2132",42.360253,-71.058291
"Massachusetts, Boston, 2121",42.337467,-71.078569
"Massachusetts, Westwood, 2090",42.220548,-71.199238
"Massachusetts, Boston, 2118",42.332198,-71.071433
"Massachusetts, Needham, 2494",42.299405,-71.232706
"Massachusetts, Dedham, 2026",42.268169,-71.178346
"Massachusetts, Newton, 2464",42.35341,-71.187882
"Massachusetts, Middleton, 1949",42.59509,-71.01616
"Massachusetts, Georgetown, 1833",42.72377,-70.981298
"Massachusetts, Boxford, 1921",42.683256,-71.017403
"Massachusetts, Sharon, 2067",42.105288,-71.184785
"Massachusetts, Norwood, 2062",42.182798,-71.196277
"Massachusetts, Boston, 2124",42.337467,-71.078569
"Massachusetts, Canton, 2021",42.179146,-71.121185
"Massachusetts, Boston, 2128",42.448255,-71.26876
"Massachusetts, Haverhill, 1830",42.792639,-71.072501
"Massachusetts, Boston, 2111",42.351047,-71.059365
"Massachusetts, Boston, 2125",42.321853,-71.062549
"Massachusetts, Boston, 2127",42.337467,-71.078569
"Massachusetts, Boston, 2109",42.360027,-71.054495
"Massachusetts, Boston, 2136",42.354318,-71.073449
"Massachusetts, Boston, 2110",42.361962,-71.047847
"Massachusetts, Boston, 2122",42.29658,-71.055215
"Massachusetts, Milton, 2186",42.240598,-71.078494
"Massachusetts, Boston, 2113",42.337467,-71.078569
"Massachusetts, Boston, 2126",42.337467,-71.078569
"Massachusetts, Boston, 2210",42.347547,-71.040645
"Massachusetts, Hyde Park, 2136",42.254248,-71.129321
"Massachusetts, Lynnfield, 1940",42.533732,-71.028775
"Massachusetts, Peabody, 1960",42.536996,-70.973646
"Massachusetts, Randolph, 2368",42.171467,-71.055602
"Massachusetts, Stoughton, 2072",42.118416,-71.105733
"Massachusetts, Walpole, 2032",42.148624,-71.255533
"Massachusetts, Walpole, 2081",42.137792,-71.245832
"Massachusetts, Easton, 2356",42.023528,-71.132397
"Massachusetts, Easton, 2375",42.023528,-71.132397
"Massachusetts, Haverhill, 1832",42.789627,-71.126562
"Massachusetts, Haverhill, 1835",42.752844,-71.084301
"Massachusetts, Lawrence, 1840",42.70734,-71.161052
"Massachusetts, Merrimac, 1860",42.83065,-71.00228
"Massachusetts, Salisbury, 1952",42.851234,-70.865667
"Massachusetts, Newbury, 1951",42.777524,-70.867246
"Massachusetts, Ipswich, 1938",42.68571,-70.864132
"Massachusetts, Wenham, 1984",42.597691,-70.8732
"New Hampshire, Hampton, 3842",43.083087,-70.81038
"New Hampshire, Raymond, 3077",43.083087,-70.81038
"New Hampshire, Exeter, 3833",43.083087,-70.81038
"Massachusetts, Newburyport, 1950",42.80965,-70.873196
"New Hampshire, Kensington, 3833",43.083087,-70.81038
"New Hampshire, Kingston, 3848",43.083087,-70.81038
"New Hampshire, Plaistow, 3865",43.083087,-70.81038
"New Hampshire, Derry, 3038",43.083087,-70.81038
"New Hampshire, Danville, 3819",43.083087,-70.81038
"New Hampshire, Hampstead, 3841",43.083087,-70.81038
"Massachusetts, Newbury, 1922",42.777524,-70.867246
"Massachusetts, Topsfield, 1983",42.661793,-70.954487
"New Hampshire, Seabrook, 3874",42.873052,-70.817995
"Massachusetts, West Newbury, 1985",42.79414,-70.971068
"New Hampshire, Brentwood, 3833",43.083087,-70.81038
"Massachusetts, Amesbury, 1913",42.853539,-70.948211
"Massachusetts, Rowley, 1969",42.716155,-70.892754
"New Hampshire, Sandown, 3873",42.873052,-70.817995
"New Hampshire, Atkinson, 3811",43.083087,-70.81038
"New Hampshire, Newton, 3858",43.083087,-70.81038
"New Hampshire, South Hampton, 3827",43.083087,-70.81038
"Massachusetts, Beverly, 1915",42.565145,-70.853843
"Massachusetts, Danvers, 1923",42.575238,-70.928765
"Massachusetts, Hamilton, 1982",42.635443,-70.879123
"Massachusetts, Salem, 1970",42.512946,-70.904237
"Massachusetts, Lynn, 1901",42.476961,-70.938137
"Massachusetts, Lynn, 1902",42.476961,-70.938137
"Massachusetts, Lynn, 1904",42.476961,-70.938137
"Massachusetts, Lynn, 1905",42.469395,-70.972844
"Massachusetts, Swampscott, 1907",42.46801,-70.89243
"Massachusetts, Nahant, 1908",42.427296,-70.922442
"Massachusetts, Essex, 1929",42.62781,-70.780576
"Massachusetts, Gloucester, 1930",42.630011,-70.694179
"Massachusetts, Manchester, 1944",42.579503,-70.755062
"Massachusetts, Winthrop, 2152",42.378447,-70.981679
"Massachusetts, Hull, 2045",42.284413,-70.873659
"Massachusetts, Marblehead, 1945",42.49284,-70.83484
"Massachusetts, Rockport, 1966",42.657866,-70.618057
"Massachusetts, Scituate, 2066",42.207254,-70.770188
"Massachusetts, Norwell, 2061",42.154145,-70.823035
"Massachusetts, Marshfield, 2050",42.111805,-70.710744
"Massachusetts, Hingham, 2043",42.212105,-70.884989
"Massachusetts, Quincy, 2169",42.247656,-70.988275
"Massachusetts, Holbrook, 2343",42.144424,-71.00289
"Massachusetts, Weymouth, 2188",42.20794,-70.95514
"Massachusetts, Braintree, 2184",42.180809,-71.013551
"Massachusetts, Weymouth, 2189",42.210649,-70.932318
"Massachusetts, Abington, 2351",42.11749,-70.959888
"Massachusetts, Weymouth, 2190",42.167841,-70.95074
"Massachusetts, Cohasset, 2025",42.233938,-70.815826
"Massachusetts, Hanover, 2339",42.123534,-70.851048
"Massachusetts, Quincy, 2171",42.247656,-70.988275
"Massachusetts, Quincy, 2170",42.247656,-70.988275
"Massachusetts, Weymouth, 2191",42.251499,-70.94484
"New Hampshire, North Hampton, 3862",42.980997,-70.838758
"New Hampshire, Rye, 3870",42.873052,-70.817995
"Massachusetts, Pembroke, 2359",42.065702,-70.800778
"Massachusetts, Duxbury, 2332",42.052985,-70.710808
"Massachusetts, Kingston, 2364",41.979405,-70.744813
"Massachusetts, Brockton, 2301",42.098908,-70.99296
"Massachusetts, Brockton, 2302",42.098908,-70.99296
"Massachusetts, Whitman, 2382",42.0785,-70.940837
"Massachusetts, Raynham, 2767",41.9367,-71.048941
"Massachusetts, Taunton, 2780",41.909112,-71.118346
"Massachusetts, West Bridgewater, 2379",42.02165,-71.023588
"Massachusetts, Avon, 2322",42.126049,-71.048216
"Massachusetts, Rockland, 2370",42.13066,-70.91616
"Massachusetts, Bridgewater, 2324",41.973741,-70.976558
"Massachusetts, Carver, 2330",41.896238,-70.759689
"Massachusetts, East Bridgewater, 2333",42.02285,-70.931056
"Massachusetts, Halifax, 2338",41.988351,-70.860578
"Massachusetts, Hanson, 2341",42.055701,-70.875936
"Massachusetts, Plympton, 2367",41.96914,-70.812299
"Massachusetts, Middleboro, 2346",41.874694,-70.934578
"Massachusetts, Fall River, 2720",41.726343,-71.120746
"Massachusetts, Freetown, 2717",41.747358,-70.978947
"Massachusetts, Lakeville, 2347",41.874694,-70.934578
"Massachusetts, Somerset, 2726",41.766933,-71.141247
"Massachusetts, Dighton, 2715",41.817659,-71.151787
"Massachusetts, Berkley, 2779",41.828249,-71.064135
"Massachusetts, Plymouth, 2360",41.886207,-70.638717
"Massachusetts, Wareham, 2538",41.760216,-70.694662
"Massachusetts, Rochester, 2770",41.751812,-70.846041
"Massachusetts, Taunton, 2718",41.909112,-71.118346
"Massachusetts, Marion, 2738",41.736735,-70.754015
"Massachusetts, Wareham, 2571",41.760216,-70.694662
"Massachusetts, Bourne, 2532",41.741217,-70.59892
"Massachusetts, Buzzards Bay, 2532",41.745505,-70.590471
"Massachusetts, Mattapoisett, 2739",41.664976,-70.810856
"Massachusetts, Wareham, 2532",41.760216,-70.694662
"Massachusetts, East Wareham, 2538",41.75816,-70.67364
"Massachusetts, West Wareham, 2576",41.78996,-70.75502
"Massachusetts, Pocasset, 2559",41.694771,-70.622769
"Massachusetts, New Bedford, 2745",41.7087,-70.946883
"Massachusetts, Bournedale, 2532",41.775383,-70.562252
"Massachusetts, Centerville, 2632",41.659095,-70.346876
"Massachusetts, Sandwich, 2537",41.711291,-70.477482
"Massachusetts, Barnstable, 2648",41.697313,-70.301394
"Massachusetts, Falmouth, 2536",41.57419,-70.628285
"Massachusetts, Marstons Mills, 2648",41.65622,-70.41614
"Massachusetts, Sandwich, 2563",41.711291,-70.477482
"Massachusetts, West Barnstable, 2668",41.70566,-70.37447
"Massachusetts, Barnstable, 2601",41.697313,-70.301394
"Massachusetts, Falmouth, 2540",41.546644,-70.59656
"Massachusetts, East Falmouth, 2536",41.57076,-70.55554
"Massachusetts, Chilmark, 2535",41.34317,-70.74475
"Massachusetts, East Sandwich, 2537",41.72832,-70.439975
"Massachusetts, Edgartown, 2539",41.401176,-70.552054
"Massachusetts, West Falmouth, 2540",41.546644,-70.59656
"Massachusetts, Mashpee, 2649",41.64844,-70.48114
"Massachusetts, Fairhaven, 2719",41.631672,-70.870045
"Massachusetts, Osterville, 2655",41.62844,-70.38697
"Massachusetts, Barnstable, 2655",41.697313,-70.301394
"Massachusetts, Vineyard Haven, 2568",41.458594,-70.61592
"Massachusetts, Sandwich, 2644",41.711291,-70.477482
"Massachusetts, Bourne, 2559",41.741217,-70.59892
"Massachusetts, Nantucket, 2554",41.274189,-70.205632
"Massachusetts, North Falmouth, 2556",41.64107,-70.63367
"Massachusetts, Falmouth, 2556",41.551498,-70.614752
"Massachusetts, Oak Bluffs, 2557",41.462578,-70.563241
"Massachusetts, Bourne, 2562",41.741217,-70.59892
"Massachusetts, Sagamore Beach, 2562",41.793263,-70.519584
"Massachusetts, New Seabury, 2649",41.571499,-70.475305
"Massachusetts, New Bedford, 2740",41.633416,-70.951045
"Massachusetts, Woods Hole, 2540",41.546644,-70.59656
"Massachusetts, Cotuit, 2635",41.624341,-70.43638
"Massachusetts, Popponesset, 2649",41.64844,-70.48114
"Massachusetts, Forestdale, 2644",41.68439,-70.5078
"Massachusetts, Barnstable, 2632",41.697313,-70.301394
"Massachusetts, Tisbury, 2568",41.458594,-70.61592
"Massachusetts, West Tisbury, 2575",41.42125,-70.642806
"Massachusetts, Oak Bluffs, 2568",41.462578,-70.563241
"Massachusetts, West Yarmouth, 2673",41.644299,-70.24762
"Massachusetts, Hyannis, 2601",41.65289,-70.2828
"Massachusetts, Barnstable, 2630",41.697313,-70.301394
"Massachusetts, Yarmouth, 2673",41.644299,-70.24762
"Massachusetts, Cummaquid, 2675",41.701438,-70.277212
"Massachusetts, South Yarmouth, 2664",41.66861,-70.2005
"Massachusetts, New Bedford, 2746",41.661694,-70.941208
"Massachusetts, Chatham, 2633",41.67633,-69.96321
"Massachusetts, Brewster, 2631",41.76176,-70.08126
"Massachusetts, Yarmouth, 2664",41.66861,-70.2005
"Massachusetts, South Dennis, 2660",41.70514,-70.15377
"Massachusetts, Yarmouth Port, 2675",41.71007,-70.22586
"Massachusetts, Dennis, 2638",41.73296,-70.19933
"Massachusetts, Dennis, 2639",41.73296,-70.19933
"Massachusetts, West Dennis, 2670",41.66563,-70.16604
"Massachusetts, Dennis Port, 2639",41.66781,-70.13596
"Massachusetts, East Dennis, 2641",41.74261,-70.16196
"Massachusetts, Eastham, 2642",41.83011,-69.97391
"Massachusetts, Orleans, 2653",41.7899,-70.00107
"Massachusetts, Harwich, 2645",41.68622,-70.07585
"Massachusetts, Wellfleet, 2667",41.93761,-70.0328
"Massachusetts, North Chatham, 2650",41.7015,-69.95363
"Massachusetts, Harwich Port, 2646",41.67026,-70.0639
"Massachusetts, South Chatham, 2659",41.67928,-70.02446
"Massachusetts, East Harwich, 2645",41.644954,-70.247046
"Massachusetts, West Harwich, 2671",41.66678,-70.11613
"Massachusetts, New Bedford, 2744",41.609354,-70.916181
"Massachusetts, Dartmouth, 2747",41.645968,-71.022939
"Massachusetts, Dartmouth, 2748",41.756214,-71.067062
"Massachusetts, Provincetown, 2657",42.05844,-70.17864
"Massachusetts, Truro, 2666",41.987377,-70.047163
"Massachusetts, Fall River, 2721",41.678895,-71.153648
"Massachusetts, Fall River, 2723",41.693802,-71.133088
"Massachusetts, Fall River, 2724",41.684202,-71.175139
"Massachusetts, Swansea, 2777",41.766629,-71.234443
"Massachusetts, Somerset, 2725",41.766933,-71.141247
"Rhode Island, Tiverton, 2878",41.462348,-71.195188
"Massachusetts, Westport, 2790",41.61547,-71.079636
"Massachusetts, Plainville, 2760",42.00427,-71.33283
"Rhode Island, Newport, 2840",41.490616,-71.303636
"Massachusetts, Westport, 2791",41.61547,-71.079636
"Rhode Island, Little Compton, 2837",41.462348,-71.195188
"Rhode Island, South Kingstown, 2879",41.400244,-71.466266
"Rhode Island, Hopkinton, 2804",41.442259,-71.751815
"Rhode Island, Block Island, 2807",41.400244,-71.466266
"Rhode Island, Westerly, 2808",41.400244,-71.466266
"Connecticut, Stonington, 6379",41.374068,-71.844339
"Connecticut, Groton, 6340",41.355405,-72.038268
"Rhode Island, Westerly, 2891",41.360478,-71.823414
"Connecticut, Groton, 6355",41.39973,-72.090357
"Rhode Island, Charlestown, 2813",41.400244,-71.466266
"Connecticut, Stonington, 6378",41.378598,-71.917915
"Connecticut, Griswold, 6351",41.599562,-71.982619
"Rhode Island, Narragansett, 2882",41.400244,-71.466266
"Connecticut, Stonington, 6355",41.378598,-71.917915
"Rhode Island, Richmond, 2836",41.400244,-71.466266
"Connecticut, Ledyard, 6339",41.441939,-71.990545
"Connecticut, Mystic, 6355",41.35742,-71.95497
"New York, Montauk, 11954",40.693136,-73.381342
"Connecticut, Preston, 6365",41.522369,-71.993427
"Connecticut, Plainfield, 6374",41.670444,-71.905342
"Rhode Island, Exeter, 2822",41.400244,-71.466266
"New York, Southold, 6390",40.693136,-73.381342
"Rhode Island, Foster, 2825",41.790569,-71.70644
"Connecticut, Norwich, 6360",41.560426,-72.11231
"Connecticut, Ledyard, 6335",41.441939,-71.990545
"Connecticut, Lisbon, 6351",41.599562,-71.982619
"Connecticut, Canterbury, 6331",41.696753,-71.998277
"Connecticut, Norwich, 6380",41.560426,-72.11231
"Connecticut, Sprague, 6330",41.61704,-72.08452
"Connecticut, Plainfield, 6234",41.688121,-71.884113
"New Hampshire, Auburn, 3032",43.083087,-70.81038
"New Hampshire, Chester, 3036",43.083087,-70.81038
"New Hampshire, Manchester, 3104",43.452844,-71.921118
"New Hampshire, Northwood, 3261",43.452844,-71.921118
"New Hampshire, Barrington, 3825",43.22286,-71.04701
"New Hampshire, Nottingham, 3290",43.083087,-70.81038
"New Hampshire, Goffstown, 3045",43.014494,-71.550276
"New Hampshire, Deerfield, 3037",43.083087,-70.81038
"New Hampshire, Epping, 3042",43.083087,-70.81038
"New Hampshire, Hillsborough, 3244",42.762553,-71.502393
"Maine, Eliot, 3903",43.105372,-70.779124
"New Hampshire, Dunbarton, 3046",43.452844,-71.921118
"New Hampshire, Warner, 3278",43.452844,-71.921118
"New Hampshire, Concord, 3303",43.283877,-71.676396
"New Hampshire, Manchester, 3102",43.452844,-71.921118
"New Hampshire, Pembroke, 3275",43.452844,-71.921118
"New Hampshire, Hooksett, 3106",43.452844,-71.921118
"New Hampshire, Concord, 3301",43.283877,-71.676396
"New Hampshire, Bow, 3304",43.283877,-71.676396
"New Hampshire, Chichester, 3258",43.452844,-71.921118
"New Hampshire, Epsom, 3234",43.452844,-71.921118
"New Hampshire, Allenstown, 3275",43.1381,-71.45273
"New Hampshire, Loudon, 3307",43.283877,-71.676396
"New Hampshire, Hopkinton, 3229",43.188822,-71.674477
"New Hampshire, Henniker, 3242",43.452844,-71.921118
"New Hampshire, Stoddard, 3464",43.07869,-72.11453
"New Hampshire, Washington, 3280",43.17229,-72.100689
"New Hampshire, Webster, 3303",43.283877,-71.676396
"New Hampshire, Newmarket, 3857",43.063507,-70.923323
"New Hampshire, Dover, 3820",43.190666,-70.887661
"New Hampshire, Madbury, 3823",43.167785,-70.903221
"New Hampshire, Newfields, 3856",43.037363,-70.978211
"New Hampshire, Durham, 3824",43.14133,-70.92294
"New Hampshire, Stratham, 3885",43.083087,-70.81038
"New Hampshire, Boscawen, 3303",43.283877,-71.676396
"New Hampshire, Strafford, 3884",43.242955,-71.113684
"New Hampshire, Andover, 3216",43.452844,-71.921118
"New Hampshire, Franklin, 3235",43.44424,-71.6473
"New Hampshire, Belmont, 3220",43.452844,-71.921118
"New Hampshire, Northfield, 3276",43.283877,-71.676396
"New Hampshire, Laconia, 3246",43.576423,-71.481025
"New Hampshire, Tilton, 3276",43.452844,-71.921118
"New Hampshire, Pittsfield, 3263",43.452844,-71.921118
"New Hampshire, Gilmanton, 3837",43.414064,-71.384213
"New Hampshire, Gilmanton, 3237",43.414064,-71.384213
"New Hampshire, Salisbury, 3268",43.40625,-71.717418
"New Hampshire, Canterbury, 3224",43.311464,-71.552847
"New Hampshire, Barnstead, 3218",43.33397,-71.29284
"New Hampshire, Ashland, 3217",43.715626,-71.639896
"New Hampshire, Plymouth, 3264",43.710919,-71.694017
"New Hampshire, Rumney, 3266",43.80535,-71.81258
"New Hampshire, Meredith, 3253",43.65818,-71.50445
"New Hampshire, Gilford, 3249",43.522384,-71.367281
"New Hampshire, Campton, 3223",43.841799,-71.665223
"New Hampshire, Barnstead, 3225",43.332947,-71.237267
"New Hampshire, Bradford, 3221",43.452844,-71.921118
"New Hampshire, Bristol, 3222",43.59784,-71.74691
"New Hampshire, Alexandria, 3222",43.59784,-71.74691
"New Hampshire, Bridgewater, 3222",43.59784,-71.74691
"New Hampshire, Moultonborough, 3254",43.337091,-71.253618
